request_id,t_submit,t_first_token,t_finish,prompt_tokens,gen_tokens,ttft_s,e2e_s
r340,1790358713.221476,1790358713.579815,1790358725.189943,16,256,0.358339,11.968467
r341,1790358713.221708,1790358713.579818,1790358721.391866,53,175,0.358110,8.170158
r342,1790358713.222021,1790358713.579820,1790358725.190181,23,256,0.357798,11.968159
r343,1790358713.222306,1790358713.579822,1790358725.190484,31,256,0.357516,11.968179
r344,1790358713.222597,1790358713.579824,1790358717.490924,33,90,0.357227,4.268327
r345,1790358713.222871,1790358713.579826,1790358725.190738,17,256,0.356956,11.967868
r346,1790358713.223094,1790358713.579828,1790358725.191038,15,256,0.356734,11.967944
r347,1790358713.223314,1790358713.579830,1790358725.191289,30,256,0.356516,11.967975
r348,1790358713.223604,1790358713.579832,1790358725.191563,17,256,0.356228,11.967959
r349,1790358713.223852,1790358713.579834,1790358725.191838,35,256,0.355982,11.967986
r350,1790358713.224121,1790358713.579836,1790358719.991345,17,144,0.355716,6.767224
r351,1790358713.224360,1790358713.579839,1790358725.192080,20,256,0.355479,11.967721
r352,1790358713.224605,1790358713.579841,1790358725.192333,20,256,0.355236,11.967728
r353,1790358713.224873,1790358713.579843,1790358725.192592,33,256,0.354969,11.967718
r354,1790358713.225170,1790358713.579845,1790358725.192825,47,256,0.354675,11.967655
r355,1790358713.225508,1790358713.579847,1790358725.193089,36,256,0.354339,11.967582
r356,1790358713.225794,1790358713.579849,1790358719.796303,27,140,0.354055,6.570509
r357,1790358713.226051,1790358713.579851,1790358725.193319,37,256,0.353801,11.967269
r358,1790358713.226346,1790358713.579853,1790358725.193581,30,256,0.353507,11.967234
r359,1790358713.226615,1790358713.579855,1790358719.294278,44,130,0.353240,6.067663
r360,1790358713.226949,1790358713.579857,1790358725.193864,29,256,0.352908,11.966915
r361,1790358713.227244,1790358713.579859,1790358725.194077,25,256,0.352615,11.966833
r362,1790358713.227522,1790358713.579861,1790358725.194304,13,256,0.352339,11.966782
r363,1790358713.227741,1790358713.579864,1790358725.194554,18,256,0.352122,11.966813
r364,1790358714.227234,1790358714.328937,1790358726.164156,20,256,0.101703,11.936923
r365,1790358715.363354,1790358715.469669,1790358727.314936,21,256,0.106315,11.951582
r366,1790358717.079679,1790358717.186729,1790358729.109926,18,256,0.107050,12.030248
r367,1790358717.490937,1790358717.598921,1790358728.557420,27,235,0.107985,11.066483
r368,1790358717.625245,1790358717.739261,1790358726.210247,32,180,0.114016,8.585002
r369,1790358717.625639,1790358717.739264,1790358729.660316,14,256,0.113625,12.034677
r370,1790358718.752381,1790358718.863678,1790358730.814608,20,256,0.111297,12.062227
r371,1790358719.294291,1790358719.406317,1790358731.369219,14,256,0.112026,12.074928
r372,1790358719.492614,1790358719.606744,1790358731.548330,31,256,0.114130,12.055716
r373,1790358719.606017,1790358719.711871,1790358731.630439,14,256,0.105854,12.024422
r374,1790358719.796314,1790358719.908624,1790358731.787650,14,256,0.112310,11.991336
r375,1790358719.991357,1790358720.082435,1790358731.943907,17,256,0.091079,11.952550
r376,1790358720.258412,1790358720.370279,1790358732.177826,22,256,0.111867,11.919414
r377,1790358721.391883,1790358721.508333,1790358733.178048,37,256,0.116450,11.786165
r378,1790358721.727527,1790358721.840380,1790358733.456372,11,256,0.112853,11.728844
r379,1790358722.146967,1790358722.264705,1790358733.815909,16,256,0.117739,11.668943
r380,1790358723.163171,1790358723.282901,1790358734.710986,20,256,0.119730,11.547815
r381,1790358724.235460,1790358724.361163,1790358735.705396,22,256,0.125703,11.469936
r382,1790358725.182053,1790358725.512764,1790358736.561680,15,256,0.330712,11.379627
r383,1790358725.182424,1790358725.512768,1790358732.177859,13,150,0.330343,6.995435
r384,1790358725.182697,1790358725.512770,1790358736.561697,15,256,0.330073,11.379000
r385,1790358725.182956,1790358725.512773,1790358736.561709,19,256,0.329816,11.378753
r386,1790358725.183232,1790358725.512775,1790358736.561721,59,256,0.329544,11.378489
r387,1790358725.183646,1790358725.512777,1790358736.561733,19,256,0.329132,11.378087
r388,1790358725.183925,1790358725.512780,1790358736.561742,18,256,0.328855,11.377817
r389,1790358725.184206,1790358725.512782,1790358736.561753,19,256,0.328577,11.377547
r390,1790358725.184460,1790358725.512785,1790358736.561763,25,256,0.328325,11.377303
r391,1790358725.184736,1790358725.512787,1790358736.561773,22,256,0.328051,11.377037
r392,1790358725.184984,1790358725.512789,1790358736.561784,16,256,0.327806,11.376800
r393,1790358725.185218,1790358725.512792,1790358736.561794,107,256,0.327574,11.376576
r394,1790358725.185843,1790358725.512794,1790358736.561805,27,256,0.326951,11.375962
r395,1790358725.186150,1790358725.512797,1790358736.561814,27,256,0.326646,11.375664
r396,1790358725.186427,1790358725.512799,1790358736.561824,14,256,0.326372,11.375397
r397,1790358725.186663,1790358725.512801,1790358736.561834,17,256,0.326138,11.375171
r398,1790358725.186895,1790358725.512803,1790358736.561842,21,256,0.325909,11.374948
r399,1790358725.187145,1790358725.512805,1790358736.561851,14,256,0.325661,11.374706
r400,1790358725.187379,1790358725.512808,1790358736.561864,22,256,0.325428,11.374485
r401,1790358725.187660,1790358725.512810,1790358736.561873,17,256,0.325150,11.374213
r402,1790358725.187893,1790358725.512812,1790358736.561881,17,256,0.324919,11.373988
r403,1790358725.188138,1790358725.512815,1790358736.561890,15,256,0.324676,11.373752
r404,1790358725.188401,1790358725.512817,1790358736.561898,21,256,0.324416,11.373497
r405,1790358725.188646,1790358725.512819,1790358736.561908,30,256,0.324173,11.373262
r406,1790358725.189044,1790358725.512821,1790358731.324928,32,129,0.323777,6.135884
r407,1790358725.189395,1790358725.512823,1790358736.561917,13,256,0.323429,11.372522
r408,1790358725.189659,1790358725.512825,1790358736.561926,37,256,0.323166,11.372267
r409,1790358725.189955,1790358725.512827,1790358736.561935,15,256,0.322872,11.371980
r410,1790358725.190192,1790358725.512830,1790358736.561944,40,256,0.322637,11.371751
r411,1790358725.190497,1790358725.512831,1790358736.561952,24,256,0.322335,11.371455
r412,1790358725.190749,1790358725.512834,1790358736.561960,30,256,0.322084,11.371211
r413,1790358725.191048,1790358725.512836,1790358736.561969,11,256,0.321787,11.370920
r414,1790358725.191301,1790358725.512838,1790358736.561977,27,256,0.321537,11.370676
r415,1790358725.191575,1790358725.512840,1790358734.198420,28,201,0.321266,9.006846
r416,1790358725.191848,1790358725.512842,1790358736.561985,15,256,0.320995,11.370138
r417,1790358725.192094,1790358725.512845,1790358736.561994,20,256,0.320750,11.369900
r418,1790358725.192344,1790358725.512847,1790358736.562002,27,256,0.320503,11.369658
r419,1790358725.192603,1790358725.512849,1790358736.562010,16,256,0.320246,11.369407
r420,1790358725.192837,1790358725.512851,1790358736.562017,22,256,0.320014,11.369181
r421,1790358725.193100,1790358725.512853,1790358736.562025,13,256,0.319753,11.368925
r422,1790358725.193330,1790358725.512855,1790358736.562034,24,256,0.319525,11.368703
r423,1790358725.193591,1790358725.512857,1790358736.562042,38,256,0.319265,11.368451
r424,1790358725.193875,1790358725.512859,1790358736.562051,12,256,0.318984,11.368176
r425,1790358725.194088,1790358725.512861,1790358736.562058,17,256,0.318773,11.367970
r426,1790358725.194314,1790358725.512863,1790358736.562066,18,256,0.318549,11.367751
r427,1790358725.194564,1790358725.512866,1790358736.562074,19,256,0.318302,11.367510
r428,1790358726.164172,1790358726.269618,1790358737.005520,26,256,0.105446,10.841348
r429,1790358726.210260,1790358726.315567,1790358737.029721,19,256,0.105307,10.819461
r430,1790358757.040928,1790358757.080713,1790358761.712120,15,122,0.039785,4.671192
r431,1790358757.041913,1790358757.337785,1790358766.931591,26,256,0.295872,9.889678
r432,1790358757.042397,1790358757.337790,1790358766.931952,20,256,0.295393,9.889555
r433,1790358757.042817,1790358757.337795,1790358766.932271,16,256,0.294978,9.889454
r434,1790358757.043176,1790358757.337799,1790358764.085587,16,185,0.294623,7.042411
r435,1790358757.043496,1790358757.337803,1790358766.932600,22,256,0.294307,9.889103
r436,1790358757.043841,1790358757.337807,1790358766.932906,18,256,0.293966,9.889065
r437,1790358757.044170,1790358757.337811,1790358765.104734,26,211,0.293641,8.060563
r438,1790358757.044521,1790358757.337815,1790358766.933265,16,256,0.293295,9.888745
r439,1790358757.044816,1790358757.337819,1790358766.933536,21,256,0.293003,9.888720
r440,1790358757.045155,1790358757.337824,1790358766.933798,13,256,0.292669,9.888643
r441,1790358757.045440,1790358757.337828,1790358762.998355,16,156,0.292388,5.952915
r442,1790358757.045722,1790358757.337832,1790358766.934055,26,256,0.292110,9.888333
r443,1790358757.046039,1790358757.337836,1790358766.934326,15,256,0.291797,9.888287
r444,1790358757.046315,1790358757.337839,1790358766.934603,34,256,0.291524,9.888288
r445,1790358757.046668,1790358757.337843,1790358766.934865,32,256,0.291176,9.888198
r446,1790358757.047084,1790358757.337847,1790358761.577794,16,118,0.290763,4.530711
r447,1790358757.047452,1790358757.337851,1790358766.935179,34,256,0.290399,9.887727
r448,1790358757.047900,1790358757.337855,1790358761.615136,17,119,0.289954,4.567236
r449,1790358757.048224,1790358757.337859,1790358766.935394,28,256,0.289635,9.887170
r450,1790358757.048563,1790358757.337863,1790358766.799208,22,253,0.289300,9.750644
r451,1790358757.048857,1790358757.337867,1790358766.935641,25,256,0.289011,9.886784
r452,1790358757.049170,1790358757.337871,1790358766.935903,24,256,0.288701,9.886734
r453,1790358757.049496,1790358757.337875,1790358766.936156,37,256,0.288379,9.886661
r454,1790358757.049868,1790358757.337879,1790358766.936408,15,256,0.288011,9.886540
r455,1790358757.050136,1790358757.337883,1790358766.936627,33,256,0.287747,9.886491
r456,1790358757.050438,1790358757.337888,1790358766.936863,18,256,0.287449,9.886425
r457,1790358757.050717,1790358757.337891,1790358766.937146,12,256,0.287174,9.886429
r458,1790358757.050979,1790358757.337895,1790358766.937408,40,256,0.286916,9.886429
r459,1790358757.051351,1790358757.337899,1790358766.045252,41,235,0.286548,8.993901
r460,1790358757.051714,1790358757.337903,1790358766.937642,15,256,0.286188,9.885928
r461,1790358757.051984,1790358757.337907,1790358766.937865,15,256,0.285923,9.885880
r462,1790358757.052254,1790358757.337911,1790358766.938115,17,256,0.285657,9.885861
r463,1790358757.052523,1790358757.337914,1790358766.938389,13,256,0.285391,9.885865
r464,1790358757.052780,1790358757.337918,1790358766.199875,17,238,0.285138,9.147094
r465,1790358757.053061,1790358757.337922,1790358766.088431,16,236,0.284861,9.035370
r466,1790358757.053375,1790358757.337927,1790358766.938601,31,256,0.284552,9.885226
r467,1790358757.053895,1790358757.337933,1790358766.938893,33,256,0.284038,9.884998
r468,1790358757.054252,1790358757.337938,1790358766.939226,12,256,0.283686,9.884974
r469,1790358757.054522,1790358757.337943,1790358765.608245,13,224,0.283421,8.553723
r470,1790358757.054802,1790358757.337947,1790358766.939509,23,256,0.283145,9.884707
r471,1790358757.055106,1790358757.337952,1790358760.465312,64,88,0.282845,3.410206
r472,1790358757.055627,1790358757.337957,1790358766.939767,17,256,0.282330,9.884140
r473,1790358757.055936,1790358757.337961,1790358766.940145,35,256,0.282025,9.884209
r474,1790358757.056257,1790358757.337965,1790358766.940418,15,256,0.281707,9.884160
r475,1790358757.056530,1790358757.337968,1790358766.940666,21,256,0.281438,9.884135
r476,1790358757.056827,1790358757.337973,1790358766.940920,22,256,0.281146,9.884093
r477,1790358757.057112,1790358757.337977,1790358766.941181,28,256,0.280864,9.884069
r478,1790358760.465331,1790358760.549851,1790358765.010538,17,120,0.084520,4.545208
r479,1790358761.577812,1790358761.664975,1790358771.464246,15,256,0.087163,9.886434
r480,1790358761.615155,1790358761.712763,1790358771.504094,22,256,0.097608,9.888939
r481,1790358761.712135,1790358761.795104,1790358771.589819,27,256,0.082969,9.877684
r482,1790358762.998372,1790358763.084879,1790358772.922604,17,256,0.086508,9.924232
r483,1790358764.085610,1790358764.187374,1790358766.404213,82,57,0.101764,2.318603
r484,1790358765.010556,1790358765.105373,1790358774.989450,17,256,0.094817,9.978894
r485,1790358765.104756,1790358765.200379,1790358775.089949,18,256,0.095623,9.985193
r486,1790358765.608260,1790358765.707535,1790358775.603336,28,256,0.099275,9.995076
r487,1790358766.045269,1790358766.143886,1790358776.043171,11,256,0.098618,9.997903
r488,1790358766.088446,1790358766.200274,1790358772.530076,19,166,0.111829,6.441630
r489,1790358766.199890,1790358766.288622,1790358776.175701,17,256,0.088732,9.975811
r490,1790358766.404224,1790358766.501841,1790358776.382664,32,256,0.097617,9.978440
r491,1790358766.799223,1790358766.899410,1790358776.782178,24,256,0.100187,9.982955
r492,1790358766.931609,1790358767.159951,1790358774.668628,28,201,0.228342,7.737020
r493,1790358766.931967,1790358767.159953,1790358776.909838,18,256,0.227987,9.977871
r494,1790358766.932286,1790358767.159956,1790358776.910197,37,256,0.227669,9.977910
r495,1790358766.932613,1790358767.159958,1790358776.910666,11,256,0.227345,9.978053
r496,1790358766.932924,1790358767.159960,1790358776.911040,20,256,0.227037,9.978116
r497,1790358766.933279,1790358767.159962,1790358776.911368,17,256,0.226683,9.978089
r498,1790358766.933549,1790358767.159965,1790358776.911709,17,256,0.226416,9.978160
r499,1790358766.933810,1790358767.159967,1790358776.912051,12,256,0.226157,9.978240
r500,1790358766.934067,1790358767.159969,1790358776.912399,26,256,0.225902,9.978332
r501,1790358766.934339,1790358767.159971,1790358776.912709,17,256,0.225632,9.978370
r502,1790358766.934616,1790358767.159974,1790358776.913013,18,256,0.225358,9.978397
r503,1790358766.934878,1790358767.159976,1790358776.913385,37,256,0.225098,9.978507
r504,1790358766.935192,1790358767.159978,1790358776.913705,11,256,0.224787,9.978513
r505,1790358766.935407,1790358767.159981,1790358775.090533,18,211,0.224573,8.155126
r506,1790358766.935652,1790358767.159983,1790358776.914020,23,256,0.224331,9.978367
r507,1790358766.935915,1790358767.159985,1790358776.914315,16,256,0.224070,9.978400
r508,1790358766.936168,1790358767.159987,1790358776.914619,22,256,0.223819,9.978451
r509,1790358766.936419,1790358767.159990,1790358768.504017,15,38,0.223570,1.567597
r510,1790358766.936638,1790358767.159992,1790358776.914941,19,256,0.223353,9.978302
r511,1790358766.936876,1790358767.159994,1790358776.915254,27,256,0.223118,9.978378
r512,1790358766.937158,1790358767.159996,1790358776.915539,19,256,0.222838,9.978382
r513,1790358766.937419,1790358767.159998,1790358767.663828,17,15,0.222579,0.726409
r514,1790358766.937653,1790358767.160000,1790358776.915805,14,256,0.222347,9.978152
r515,1790358766.937876,1790358767.160002,1790358776.916134,22,256,0.222126,9.978258
r516,1790358766.938126,1790358767.160005,1790358776.916419,26,256,0.221879,9.978293
r517,1790358766.938398,1790358767.160007,1790358776.916734,14,256,0.221609,9.978336
r518,1790358766.938611,1790358767.160009,1790358776.917245,28,256,0.221398,9.978634
r519,1790358766.938906,1790358767.160011,1790358776.917671,39,256,0.221105,9.978765
r520,1790358766.939237,1790358767.160013,1790358776.918019,37,256,0.220776,9.978782
r521,1790358766.939520,1790358767.160016,1790358776.918315,18,256,0.220495,9.978795
r522,1790358766.939778,1790358767.160018,1790358770.009761,68,79,0.220240,3.069983
r523,1790358766.940154,1790358767.160020,1790358776.918699,34,256,0.219866,9.978545
r524,1790358766.940427,1790358767.160022,1790358776.919034,15,256,0.219595,9.978606
r525,1790358766.940676,1790358767.160024,1790358776.919401,24,256,0.219348,9.978725
r526,1790358766.940930,1790358767.160026,1790358776.919710,18,256,0.219096,9.978779
r527,1790358766.941193,1790358767.160028,1790358775.029598,20,210,0.218835,8.088405
r528,1790358767.663840,1790358767.746471,1790358777.667758,11,256,0.082631,10.003918
r529,1790358768.504029,1790358768.588819,1790358778.552571,15,256,0.084790,10.048542
r530,1790358770.009773,1790358770.094949,1790358780.119755,18,256,0.085176,10.109982
r531,1790358771.464261,1790358771.556189,1790358781.609851,17,256,0.091928,10.145590
r532,1790358771.504116,1790358771.590308,1790358781.649051,17,256,0.086192,10.144935
r533,1790358771.589833,1790358771.684144,1790358781.743045,20,256,0.094311,10.153212
r534,1790358772.530095,1790358772.623346,1790358782.740770,17,256,0.093251,10.210675
r535,1790358772.922627,1790358773.013506,1790358773.881660,37,24,0.090878,0.959032
r536,1790358773.881676,1790358773.981198,1790358784.191461,31,256,0.099521,10.309785
r537,1790358774.668648,1790358774.762125,1790358783.155044,13,211,0.093477,8.486396
r538,1790358774.989470,1790358775.091072,1790358785.346637,20,256,0.101601,10.357166
r539,1790358775.029617,1790358775.126177,1790358785.388165,26,256,0.096560,10.358548
r540,1790358775.089972,1790358775.181328,1790358785.426176,20,256,0.091357,10.336204
r541,1790358775.090555,1790358775.181333,1790358785.426191,11,256,0.090777,10.335635
r542,1790358775.603359,1790358775.698567,1790358785.943575,17,256,0.095209,10.340217
r543,1790358776.043194,1790358776.144662,1790358786.378854,18,256,0.101468,10.335660
r544,1790358776.175721,1790358776.271603,1790358786.497755,11,256,0.095883,10.322035
r545,1790358776.382687,1790358776.480156,1790358786.685138,14,256,0.097470,10.302451
r546,1790358776.782201,1790358776.876762,1790358787.041948,21,256,0.094560,10.259747
r547,1790358776.909851,1790358777.160515,1790358787.148446,29,256,0.250664,10.238595
r548,1790358776.910210,1790358777.160518,1790358787.148460,53,256,0.250307,10.238250
r549,1790358776.910679,1790358777.160520,1790358787.148472,36,256,0.249840,10.237793
r550,1790358776.911055,1790358777.160522,1790358787.148484,15,256,0.249467,10.237429
r551,1790358776.911381,1790358777.160524,1790358782.489805,27,140,0.249143,5.578424
r552,1790358776.911723,1790358777.160526,1790358787.148494,26,256,0.248803,10.236771
r553,1790358776.912062,1790358777.160529,1790358786.259374,25,232,0.248466,9.347312
r554,1790358776.912412,1790358777.160531,1790358787.148504,14,256,0.248119,10.236092
r555,1790358776.912727,1790358777.160533,1790358787.148513,21,256,0.247806,10.235785
r556,1790358776.913025,1790358777.160536,1790358787.148522,38,256,0.247511,10.235497
r557,1790358776.913397,1790358777.160538,1790358787.148533,20,256,0.247141,10.235136
r558,1790358776.913717,1790358777.160540,1790358787.148542,21,256,0.246824,10.234826
r559,1790358776.914032,1790358777.160542,1790358787.148551,15,256,0.246511,10.234519
r560,1790358776.914329,1790358777.160545,1790358787.148560,21,256,0.246216,10.234231
r561,1790358776.914633,1790358777.160547,1790358787.148570,20,256,0.245914,10.233936
r562,1790358776.914954,1790358777.160550,1790358787.148579,18,256,0.245596,10.233625
r563,1790358776.915268,1790358777.160552,1790358781.943823,13,126,0.245284,5.028555
r564,1790358776.915551,1790358777.160554,1790358787.148587,15,256,0.245003,10.233036
r565,1790358776.915817,1790358777.160556,1790358787.148596,30,256,0.244739,10.232779
r566,1790358776.916146,1790358777.160558,1790358787.148605,15,256,0.244413,10.232459
r567,1790358776.916430,1790358777.160561,1790358787.148613,27,256,0.244131,10.232183
r568,1790358776.916749,1790358777.160563,1790358787.148622,79,256,0.243814,10.231874
r569,1790358776.917259,1790358777.160565,1790358779.840538,62,72,0.243306,2.923279
r570,1790358776.917684,1790358777.160567,1790358787.148631,38,256,0.242883,10.230947
r571,1790358776.918032,1790358777.160570,1790358787.148640,16,256,0.242538,10.230608
r572,1790358776.918329,1790358777.160572,1790358787.148649,45,256,0.242243,10.230320
r573,1790358776.918712,1790358777.160574,1790358778.931082,29,48,0.241862,2.012370
r574,1790358776.919047,1790358777.160576,1790358787.148657,32,256,0.241529,10.229610
r575,1790358776.919415,1790358777.160578,1790358787.148667,20,256,0.241163,10.229252
r576,1790358776.919723,1790358777.160580,1790358778.381847,12,34,0.240858,1.462125
r577,1790358777.667771,1790358777.759463,1790358787.597906,21,256,0.091692,9.930135
r578,1790358778.381856,1790358778.479524,1790358788.121138,31,256,0.097668,9.739281
r579,1790358778.552585,1790358778.638561,1790358788.230371,14,256,0.085976,9.677786
r580,1790358778.931091,1790358779.026099,1790358782.866650,35,100,0.095009,3.935560
r581,1790358779.840550,1790358779.933506,1790358789.142290,13,256,0.092955,9.301740
r582,1790358780.119770,1790358780.211773,1790358789.329353,19,256,0.092004,9.209583
r583,1790358781.609866,1790358781.699353,1790358790.344460,16,256,0.089486,8.734593
r584,1790358781.649065,1790358781.743663,1790358790.370675,13,256,0.094598,8.721610
r585,1790358781.743060,1790358781.836500,1790358788.230416,32,173,0.093440,6.487356
r586,1790358781.943834,1790358782.039091,1790358790.680521,29,256,0.095258,8.736687
r587,1790358790.680673,1790358790.710618,1790358797.830869,28,201,0.029945,7.150196
r588,1790358790.681158,1790358790.861372,1790358799.817541,16,256,0.180214,9.136383
r589,1790358790.681482,1790358790.861376,1790358799.817909,14,256,0.179893,9.136427
r590,1790358790.681734,1790358790.861378,1790358799.818296,17,256,0.179644,9.136563
r591,1790358790.682008,1790358790.861381,1790358799.818644,29,256,0.179374,9.136636
r592,1790358790.682309,1790358790.861383,1790358799.818932,16,256,0.179075,9.136623
r593,1790358790.682555,1790358790.861386,1790358799.819277,19,256,0.178831,9.136722
r594,1790358790.682811,1790358790.861388,1790358799.819587,15,256,0.178578,9.136776
r595,1790358790.683041,1790358790.861391,1790358799.819894,16,256,0.178350,9.136853
r596,1790358790.683277,1790358790.861393,1790358799.820217,22,256,0.178117,9.136940
r597,1790358790.683516,1790358790.861396,1790358799.820539,54,256,0.177880,9.137024
r598,1790358790.683852,1790358790.861398,1790358799.820897,87,256,0.177546,9.137045
r599,1790358790.684365,1790358790.861400,1790358799.821214,23,256,0.177036,9.136849
r600,1790358790.684626,1790358790.861403,1790358799.821501,25,256,0.176777,9.136875
r601,1790358790.684871,1790358790.861405,1790358799.821784,25,256,0.176533,9.136912
r602,1790358790.685118,1790358790.861407,1790358799.822139,26,256,0.176290,9.137021
r603,1790358790.685377,1790358790.861409,1790358799.822505,27,256,0.176033,9.137128
r604,1790358790.685625,1790358790.861412,1790358799.822833,27,256,0.175787,9.137208
r605,1790358790.685878,1790358790.861414,1790358791.661479,14,24,0.175536,0.975601
r606,1790358790.686112,1790358790.861416,1790358799.823158,14,256,0.175304,9.137046
r607,1790358790.686343,1790358790.861418,1790358799.823472,30,256,0.175075,9.137129
r608,1790358790.686604,1790358790.861421,1790358799.823715,16,256,0.174817,9.137111
r609,1790358790.686823,1790358790.861423,1790358799.823946,16,256,0.174600,9.137124
r610,1790358790.687063,1790358790.861425,1790358799.824190,25,256,0.174362,9.137127
r611,1790358791.661495,1790358791.737879,1790358800.748209,38,256,0.076384,9.086714
r612,1790358797.830885,1790358797.905639,1790358806.934847,37,256,0.074755,9.103962
r613,1790358799.817556,1790358799.956317,1790358808.921078,13,256,0.138761,9.103523
r614,1790358799.817926,1790358799.956320,1790358808.921521,23,256,0.138394,9.103595
r615,1790358799.818310,1790358799.956323,1790358808.921865,33,256,0.138012,9.103554
r616,1790358799.818657,1790358799.956325,1790358808.922159,13,256,0.137667,9.103502
r617,1790358799.818952,1790358799.956327,1790358808.922443,32,256,0.137375,9.103491
r618,1790358799.819290,1790358799.956329,1790358808.922743,17,256,0.137039,9.103453
r619,1790358799.819601,1790358799.956331,1790358808.923151,17,256,0.136731,9.103550
r620,1790358799.819908,1790358799.956334,1790358808.923524,17,256,0.136426,9.103616
r621,1790358799.820230,1790358799.956336,1790358808.923849,19,256,0.136106,9.103619
r622,1790358799.820551,1790358799.956338,1790358808.924231,34,256,0.135787,9.103679
r623,1790358799.820914,1790358799.956340,1790358808.924542,22,256,0.135427,9.103629
r624,1790358799.821228,1790358799.956342,1790358808.924847,18,256,0.135114,9.103619
r625,1790358799.821512,1790358799.956345,1790358802.465236,18,73,0.134832,2.643723
r626,1790358799.821795,1790358799.956347,1790358808.925142,35,256,0.134552,9.103347
r627,1790358799.822154,1790358799.956349,1790358808.925427,35,256,0.134195,9.103273
r628,1790358799.822517,1790358799.956351,1790358808.925710,14,256,0.133834,9.103193
r629,1790358799.822849,1790358799.956353,1790358808.925997,17,256,0.133504,9.103148
r630,1790358799.823171,1790358799.956355,1790358808.926396,30,256,0.133184,9.103225
r631,1790358799.823483,1790358799.956357,1790358808.926697,19,256,0.132874,9.103214
r632,1790358799.823726,1790358799.956359,1790358808.927030,21,256,0.132633,9.103304
r633,1790358799.823957,1790358799.956362,1790358808.927344,14,256,0.132404,9.103386
r634,1790358799.824201,1790358799.956364,1790358808.927668,15,256,0.132163,9.103467
r635,1790358800.748225,1790358800.821080,1790358809.848682,15,256,0.072855,9.100457
r636,1790358802.465246,1790358802.539387,1790358811.558790,24,256,0.074141,9.093544
r637,1790358806.934863,1790358807.010795,1790358816.017219,39,256,0.075933,9.082356
r638,1790358808.921094,1790358809.047897,1790358812.967094,33,113,0.126803,4.046000
r639,1790358808.921536,1790358809.047900,1790358811.036759,30,58,0.126364,2.115223
r640,1790358808.921882,1790358809.047902,1790358817.964791,15,256,0.126020,9.042909
r641,1790358808.922177,1790358809.047904,1790358817.964806,20,256,0.125728,9.042629
r642,1790358808.922460,1790358809.047907,1790358817.964817,15,256,0.125447,9.042357
r643,1790358808.922761,1790358809.047909,1790358817.964828,23,256,0.125147,9.042066
r644,1790358808.923168,1790358809.047911,1790358817.964838,26,256,0.124743,9.041670
r645,1790358808.923541,1790358809.047913,1790358817.964848,15,256,0.124372,9.041307
r646,1790358808.923867,1790358809.047915,1790358817.964857,38,256,0.124048,9.040990
r647,1790358808.924248,1790358809.047918,1790358817.964866,21,256,0.123670,9.040618
r648,1790358808.924559,1790358809.047920,1790358817.964875,23,256,0.123361,9.040316
r649,1790358808.924863,1790358809.047922,1790358817.445413,13,241,0.123059,8.520549
r650,1790358808.925158,1790358809.047924,1790358817.964885,17,256,0.122766,9.039727
r651,1790358808.925444,1790358809.047926,1790358817.964894,21,256,0.122482,9.039450
r652,1790358808.925726,1790358809.047928,1790358817.964902,15,256,0.122202,9.039176
r653,1790358808.926014,1790358809.047930,1790358817.270278,60,236,0.121916,8.344263
r654,1790358808.926413,1790358809.047933,1790358817.964911,15,256,0.121520,9.038498
r655,1790358808.926713,1790358809.047935,1790358817.964921,37,256,0.121222,9.038207
r656,1790358808.927046,1790358809.047937,1790358817.964930,23,256,0.120891,9.037884
r657,1790358808.927358,1790358809.047939,1790358817.964939,28,256,0.120581,9.037580
r658,1790358808.927683,1790358809.047941,1790358817.964948,17,256,0.120258,9.037264
r659,1790358809.848696,1790358809.917487,1790358813.036797,33,90,0.068791,3.188101
r660,1790358811.036771,1790358811.109478,1790358819.497858,91,256,0.072708,8.461087
r661,1790358811.558803,1790358811.631512,1790358817.235078,22,161,0.072709,5.676275
r662,1790358812.967104,1790358813.037130,1790358820.907205,17,256,0.070025,7.940101
r663,1790358813.036807,1790358813.108167,1790358820.978128,15,256,0.071360,7.941322
r664,1790358820.978223,1790358821.029978,1790358828.495162,30,256,0.051755,7.516938
r665,1790358820.978652,1790358821.133989,1790358828.522791,18,256,0.155337,7.544138
r666,1790358820.978949,1790358821.133992,1790358828.523119,48,256,0.155043,7.544170
r667,1790358820.979282,1790358821.133994,1790358828.523448,17,256,0.154712,7.544166
r668,1790358820.979533,1790358821.133997,1790358828.523746,51,256,0.154464,7.544213
r669,1790358820.979917,1790358821.133999,1790358827.434912,76,219,0.154082,6.454995
r670,1790358820.980304,1790358821.134001,1790358828.524137,30,256,0.153697,7.543832
r671,1790358820.980576,1790358821.134004,1790358824.631494,24,122,0.153428,3.650918
r672,1790358820.980848,1790358821.134007,1790358827.962070,26,237,0.153158,6.981222
r673,1790358820.981114,1790358821.134009,1790358824.421993,30,115,0.152894,3.440879
r674,1790358820.981380,1790358821.134011,1790358828.524425,30,256,0.152631,7.543045
r675,1790358820.981655,1790358821.134014,1790358828.524697,56,256,0.152359,7.543041
r676,1790358824.422005,1790358824.484806,1790358831.882837,12,256,0.062801,7.460832
r677,1790358824.631505,1790358824.694610,1790358828.314740,42,126,0.063105,3.683235
r678,1790358827.434927,1790358827.497949,1790358834.890280,17,256,0.063022,7.455353
r679,1790358827.962085,1790358828.025687,1790358835.423918,24,256,0.063602,7.461833
